Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH,DELAYED_REASON,FAULT_NATURE,
240SQ.MM,PILC,11KV,HTCF SECTION,K D COMPOUND,11493,IMP,9272,1)K D COMPOUND S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)ITI S/S (DMS) WENT OFFLINE AFTER TRIPPING. CABLE DAMAGED BY MCGM NEAR POOJA ENCLAVE S/S ON JUNCTION OF OLD LINK ROAD & AMBEDKAR ROAD..,,
240SQ.MM,PILC,11KV,HTCF SECTION,K D COMPOUND,11493,IMP,9272,1)K D COMPOUND S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)ITI S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)USHMA NAGAR S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)ORLEM NO.1 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)VISHAL NAGAR S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT VISHAL NAGAR S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)VISHAL NAGAR S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. CABLE DAMAGED BY MCGM ON GANESH NAGAR ROAD OLD MARVE LINK ROAD OPP. ALFA ELECTRONICS SHOP.,,
240SQ.MM,PILC,11KV,HTCF SECTION,PATEL ALUMINIUM,4863,KAILASH APARTMENT,7877,1)KAILASH APARTMENT S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) ACCESS PROBLEM AT PATEL ALUMINIUM S/S STAIRCASE PROBLEM AT PATEL ALUMINIUM .,,
240SQ.MM,PILC,11KV,HTCF SECTION,POISAR HOUSING,6851,GOKUL GAGAN,18291,1) FPI MALFUNCTION AT GOKUL GAGAN S/S SW.NO.18292 (GLOWN). 2)POISAR HOUSING 6850 FPI SET ON SITE BUT DID NOT APPAER ON SCADA..,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)LOKHANDWALA SHOPPING CENTRE S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN LOKHANDWALA TOWER NO.1 S/S DMS SW.NO.12832 FAILED TO OPERATE FROM SCADA. 3) FALSE EARTH INDICATION APPEARED ON DMS AT LOKHANDWALA SHOPPING CENTRE S/S SW.NO. 12280.,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ADUKIYA ROAD LA CITADEL,36480,SHREEJI DARSHAN,10628,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DHARIVLI VILLAGE,19343,AKSA NO.2,12615,1) DMS OFFLINE AT I N S HAMALA S/S. DMS USED FOR ISOLATION & RESTORATION. CABLE DAMAGED BY AEML STREET LIGHT DEPT..,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE DAHANUKAR WADI NORTH S/S DMS SW.NO.38619 FAILED TO OPERATE FROM SCADA. 2) FPI MALFUNCTION AT KISHCO NO.2 S/S SW.NO.04848 (GLOWN). 3) FPI MALFUNCTION AT KISHCO NO.2 S/S SW.NO.04847 (GLOWN).,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARODI LINK ROAD NO.1,31747,MALVANI COLONY NO.4,10964,1) DMS OFFLINE AT KHARODI LINK ROAD NO.1 S/S. 2)FAILED TO OPEN MALVANI COLONY NO.4 S/S DMS SW.NO.10964 FAILED TO OPERATE FROM SCADA. 3) FEEDER TRIPPING AT ERANGLE REC-STN SW.NO.25587.,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KISAN ROAD,10596,UNDERAI ROAD JEWEL,38096,1)KISAN ROAD S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)FPI FAULTY AT KISAN ROAD S/S.,,
,,,,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MARUTI TOWER,10314,GUNDECHA INDUSTRIAL COMPLEX,16058,1)FAILED TO OPEN AKURLI ROAD NO.1 S/S DMS SW.NO.13895 FAILED TO OPERATE FROM SCADA.,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUGRA TOWER,34990,KURAR VILLAGE NO.3,18751,1)FAILED TO OPEN DINDOSHI HOUSING NO.1 S/S DMS SW.NO.10146 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE DINDOSHI HOUSING NO.1 S/S DMS SW.NO.10146 FAILED TO OPERATE FROM SCADA. HEAVY TRAFFIC ON W.E.H AND PATHANWADI AREA..,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)MANTHAN DARSHI S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT BANDONGRI RD.NO.2 S/S SW.NO.13704 (GLOWN). CABLE DAMAGED BY ADANI 220KV CABLE LAYING GROUP ON THE JUNCTION OF W.E.H AND TIMES OF INDIA R/S RD.,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VODAFONE,31394,LIBERTY GARDEN NO.2,28877,1)VODAFONE S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,AZAD SOCIETY,14192,KURAR VILLAGE PRATHAMESH,38928,1)AZAD SOCIETY S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)OMKAR TOWER A S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 3) ACCESS PROBLEM AT KURAR VILLAGE PRATHAMESH S/S BUILDING MAIN ROAD AND MAIN GATE BARICADING DUE TO COVID.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE CHINCHAVLI ROAD NO.3 S/S DMS SW.NO.31665 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE PRATAP MANE S/S DMS SW.NO.11311 FAILED TO OPERATE FROM SCADA. CABLE DAMAGED BY AEML LTM NEAR KIDZEE SCHOOL ON CHINCHOLI BUNDER ROAD..,,
300SQ.MM,XLPE,11KV,HTCF SECTION,DAMU NAGAR NO.2,11067,DAMU NAGAR NO.3,12937,1) FPI MALFUNCTION AT DAMU NAGAR NO.2 S/S SW.NO.32047 (GLOWN). 2)FAILED TO CLOSE - MULTIPLE COMMAND DAMU NAGAR NO.2 S/S DMS SW.NO.32047 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN DAMU NAGAR NO.2 S/S DMS SW.NO.11067 FAILED TO OPERATE FROM SCADA. DAMU NAGAR NO.3 100% SUPPLY RESTORED ON DG SET AT 19:00 HRS.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,DAMU NAGAR NO.4,26646,DAMU NAGAR NO.3,19956,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,INFINITY BUILDING NO.21,31359,INFINITY BUILDING NO.4,34411,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,JAWAHAR NAGAR NO.2,795,ASHOKA SHOPPING,11954,1)POLYCHEM NO.1 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)PIRAMAL NAGAR NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)PIRAMAL NAGAR NO.1 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 4)ASHOKA SHOPPING S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 5)FAILED TO OPEN JAWAHAR NAGAR NO.2 S/S DMS SW.NO.00795 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,JULEAOUSWADI,36750,POOJA PRINTS,36741,1) DMS OFFLINE AT ALI TALAO S/S. 2) FPI MALFUNCTION AT JULEAOUSWADI S/S SW.NO.36750 (NOT GLOWN).,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT RSC 71 EAST S/S.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,FPI NOT INSTALLED AT BAFHIRA NAGAR HOSPITAL S/S.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,KAMALA APARTMENT,18245,PRATAP MANE,11311,1)KAMALA APARTMENT S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,KASTURBA COLONY,15697,EVERSHINE NAGAR NO.1,7457,REMOTE OPERATIONS FROM SCADA WERE NOT EXECUTED DUE TO TECHNICAL PROBLEM.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,LOKMANYA NORTH,12036,LOKMANYA,9347,1)FAILED TO CLOSE AKURLI ROAD EAST S/S DMS SW.NO.09377 FAILED TO OPERATE FROM SCADA. 2)HANUMAN NAGAR VALMIKI S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)SHAKTI NAGAR NO.1 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MALAD TELEPHONE EXCHANGE,31682,DAFTARI ROAD NO.1,4581,1)FAILED TO OPEN MALAD TELEPHONE EXCHANGE S/S DMS SW.NO.31682 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE LAXMI NARAYAN SHOPING S/S DMS SW.NO.19762 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MALVANI COLONY NO.5,14606,MALWANI MHADA PUMP,18331,1)MALVANI COLONY NO.5 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FEEDER TRIPPING AT CHINCHAVLI REC-STN SW.NO.18619.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MANTHAN DARSHI,29530,BANDONGRI,4333,1) FPI MALFUNCTION AT BANDONGRI S/S SW.NO.04332 (GLOWN). 2)MANTHAN DARSHI S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MAULI CHHAYA,32513,ROYAL CRYSTAL,35832,1)NARSOBA WADI S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) DMS OFFLINE AT PAREKH NAGAR NO.2 S/S.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,NESCO RECEIVING STATION,39636,NIRLON B7,34340,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,NESCO RECEIVING STATION,39638,SHREYAS ESTATE,10141,1)FAILED TO OPEN SHREYAS ESTATE S/S DMS SW.NO.10141 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)WALBHAT ROAD VIHAN S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN - MULTIPLE COMMAND GOREGAON EAST NO.1 S/S DMS SW.NO.00610 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN - MULTIPLE COMMAND GOREGAON EAST NO.1 S/S DMS SW.NO.00407 FAILED TO OPERATE FROM SCADA. 4) WALBHAT ROAD VIHAN S/S HT COMPARTMENT DOOR CAN NOT BE CLOSED. 5) WATER LOGGING ON GOREGAON STATION ROAD CABLE DAMAGED BY FLOOD WATER OPP. WALBHAT RD. VIHAN S/S.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)WALBHAT ROAD VIHAN S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)SHANKALA IND.ESTATE S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)FAILED TO OPEN GOREGAON EAST NO.1 S/S DMS SW.NO.00610 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN GOREGAON EAST NO.1 S/S DMS SW.NO.00407 FAILED TO OPERATE FROM SCADA. 5)FAILED TO OPEN GOREGAON EAST NO.1 S/S DMS SW.NO.02239 FAILED TO OPERATE FROM SCADA. 6)FAILED TO OPEN GOREGAON EAST NO.1 S/S DMS SW.NO.15492 FAILED TO OPERATE FROM SCADA. CABLE DAMAGED BY BMC BEHIND WALBHAT ROAD VIHAN S/S NEAR NALA..,,
300SQ.MM,XLPE,11KV,HTCF SECTION,OMKAR RECEIVING STATION,3645,KEDARMAL ROAD,11842,1) FPI MALFUNCTION AT KEDARMAL ROAD S/S SW.NO.11842 (GLOWN). 2)FAILED TO OPEN KEDARMAL ROAD S/S DMS SW.NO.11841 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN QUARRY ROAD NO.2 S/S DMS SW.NO.31628 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PATGAON NO.2,34852,MACHHIMAR SOCIETY,2915,1) FPI MALFUNCTION AT PATGAON NO.2 S/S SW.NO.34854 (NOT GLOWN).,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PATGAON NO.2,34852,MACHHIMAR SOCIETY,2915,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PATHANWADI EAST,31670,SWAPNALOK,25370,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PATHANWADI EAST,31670,SWAPNALOK,25370,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PATHANWADI EAST,31670,SWAPNALOK,25370,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE GANDHI NAGAR NO.4 S/S DMS SW.NO.11378 FAILED TO OPERATE FROM SCADA. 2)GANDHI NGR NO. 4 SWITCH 14397 OPERATED AFTER MULTIPLE COMMANDS.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN GANDHI NAGAR NO.4 S/S DMS SW.NO.14398 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE GANDHI NAGAR NO.4 S/S DMS SW.NO.11378 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN GANDHI NAGAR NO.4 S/S DMS SW.NO.14397 FAILED TO OPERATE FROM SCADA. 4)FAILED TO CLOSE ANANDWADI NO.2 S/S DMS SW.NO.18590 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,ROYAL PALM PLANET,39296,RUBY ISLE,36041,SUPPLY RESTORED AFTER SITE CLEARANCE FROM SITE HTM ENGINEER.RUBY ISLE 100% SUPPLY RESTORED ON LT BACKFEEDING AT 11:25 HRS.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SANKALP,19768,PATHANWADI EAST,10167,1) FPI MALFUNCTION AT SANKALP S/S SW.NO.19768 (NOT GLOWN).,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SAROVA TOWER D,39377,POISAR VILLAGE,19237,1)SAROVA TOWER D S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO CLOSE POISAR VILLAGE S/S DMS SW.NO.11569 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SATYAM APPT.,18973,SUBHASH LANE NORTH,4949,1)FAILED TO OPEN - MULTIPLE COMMAND BACHANI NAGAR S/S DMS SW.NO.04075 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE - MULTIPLE COMMAND BACHANI NAGAR S/S DMS SW.NO.04075 FAILED TO OPERATE FROM SCADA. CABLE DAMAGED BY BMC ON DAFTARY ROAD NEAR PARAS MEDICAL SHOP..,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SHIV TRADING,17415,USHA OFFSET,14915,1)FAILED TO OPEN KANDIVLI INDUSTRIES NO.1 S/S DMS SW.NO.02214 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN KANDIVLI INDUSTRIES NO.1 S/S DMS SW.NO.02213 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN KANDIVLI INDUSTRIES NO.1 S/S DMS SW.NO.04172 FAILED TO OPERATE FROM SCADA. 4) FPI NOT WORKING AT KANDIVLI IND NO. 1 S/S SW NO 2214. 5) FPI NOT WORKING AT KANDIVLI IND NO. 1 S/S SW NO 4172..,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN GENERAL VAIDYA MARG S/S DMS SW.NO.09009 FAILED TO OPERATE FROM SCADA.,,
300SQ.MM,XLPE,11KV,HTCF SECTION,VALLABHBHAI PATEL SCHOOL,34015,MATHURADAS ROAD NO.1,13965,,SUPPLY RESTORATION DELAYED DUE 11KV CABLE SECTION BETWEEN RADHIKA DARSHAN S/S TO MATHURADHAS RD S/S WAS UNDER OUTAGE,
300SQ.MM,XLPE,22KV,HTCF SECTION,,,,,1) PAREKH NGR S/S SW NO. 523 FAILED TO CLOSE FROM SCADA..,,
300SQ.MM,XLPE,22KV,HTCF SECTION,,,,,,,
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AAREY CROSS ROAD NO. 2,7648,ACCORD CLASSIC,37865,,,
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHARKOP EAST,11145,MUTUAL STEEL,2598,,,
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KADAM WADI NO.3,11781,KADAMWADI SRA A5,39705,,,
300+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,OBEROI WOODS,30213,VIRVANI IND.NO.3,11736,1)AGRO INDUSTRIES S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
300+120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VASANT GALAXY,25088,MOTILAL NAGAR NO.2,36558,,,
300+120+150SQ.MM,XLPE,11KV,HTCF SECTION,CHARKOP SAGARMATA SOCIETY,36938,R S C 8,13969,1) FPI MALFUNCTION AT MIHIR APARTMENT S/S SW.NO.30268 (NOT GLOWN). CABLE DAMAGED BY AEML CLG TEAM ON R.S.C 8 S/S ROAD.,,
300+120+150SQ.MM,XLPE,11KV,HTCF SECTION,SHIV SAGAR,14394,ACME AMEY,26214,1) FPI MALFUNCTION AT SHIV SAGAR S/S SW.NO.14396 (NOT GLOWN).,,
300+120+150+70SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DOMNIC COLONY,14403,TRINITY TOWER,32316,1) DMS OFFLINE AT DHRUV PARK S/S. CABLE DAMAGED BY BMC NEAR SUNRISE BLDG OFF SUNDAR LANE.,,
300+120+70+150SQ.MM,XLPE,11KV,HTCF SECTION,KANDIVLI HOUSING NO.3,18670,IMP,4548,1)FAILED TO OPEN KANDIVLI HOUSING NO.3 S/S DMS SW.NO.18670 FAILED TO OPERATE FROM SCADA.,,
300+150SQ.MM,XLPE,11KV,HTCF SECTION,GOREGAON NORTH,288,ANMOL PRIDE,34572,,,
300+185+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHANKAR LANE NO.3,7219,SHREEJI VIJAY SOCIETY,34363,,,
300+225SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDIVLI NORTH,2362,RAM MANDIR SAANVI HEIGHT,40141,1)PATLON YARN S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT BANDIVLI NORTH S/S SW.NO.02362 (NOT GLOWN). 3) FPI MALFUNCTION AT BANDIVLI NORTH S/S SW.NO.02363 (NOT GLOWN). RAM MANDIR SAANVI HEIGHT 100% SUPPLY RESTORED ON LT BACKFEEDING AT 20:50 HRS. 4) HEAVY TRAFFIC ON W.E. HIGHWAY RAM MANDIR ROAD & S V ROAD..,,
300+225SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAMCHANDRA LANE NO.1,10667,ADARSH COLONY,4287,1)RAMCHANDRA LANE NO.1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
300+225SQ.MM,XLPE,11KV,HTCF SECTION,RAM MANDIR SAANVI HEIGHT,40141,BANDIVLI NORTH,2362,1)PATLON YARN S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN - MULTIPLE COMMAND RAM MANDIR SAANVI HEIGHT S/S SW.NO.40141 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT BOMBAY TALKIES NO.3 S/S. 2)FAILED TO OPEN BOMBAY TALKIES (NEW) S/S DMS SW.NO.02306 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN BOMBAY TALKIES (NEW) S/S DMS SW.NO.02307 FAILED TO OPERATE FROM SCADA. 4)FAILED TO CLOSE CHINCHAVLI ROAD NO.3 S/S DMS SW.NO.17026 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DINDOSHI HOUSING NO.1,10146,SUGRA TOWER,34992,1)FAILED TO CLOSE - MULTIPLE COMMAND DINDOSHI REC-STN SW.NO.6417 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN - MULTIPLE COMMAND DINDOSHI HOUSING NO.1 S/S DMS SW.NO.10146 FAILED TO OPERATE FROM SCADA. 3) DINDOSHI R/S SW NO 6417 AUTO TRIP NOT APPEAR ON SCADA. 4) DINDOSHI R/S SW NO 6417 BREAKER STATUS NOT UPDATED ON SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) ACCESS PROBLEM AT PATEL ALUMINIUM S/S ACCESS PROBLEM DUE TO TREE FELL ON SUBSTATION.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN DINDOSHI BUS DEPOT S/S DMS SW.NO.11552 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN DINDOSHI BUS DEPOT S/S DMS SW.NO.11551 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE GOKULDHAM NO.1 S/S DMS SW.NO.06877 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ERANGLE SOUTH,32386,MACHHIMAR SOCIETY,4023,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANESH NAGAR MHADA NO.1,17935,BABAREKAR NAGAR NO.2,26514,1) DMS OFFLINE AT VISHAL NAGAR S/S. 2) OPERATION SQUAD BUSY ON FAULT NORMALISATION JOB IN ERANGAL AREA..,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE MAMTA PARADISE S/S DMS SW.NO.31641 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE SWETA SHELTER S/S DMS SW.NO.12497 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) FPI MALFUNCTION AT P M G P NO.2 S/S SW.NO.13863 (GLOWN). 2) LOADING CONSTRAINT DUE TO 11KV SECTION BETWEEN K.I.E. NO.8 TO POOJA ENCLASE KEPT DEAD FOR CABLE SAFEGAURDING 3) LOTO PROCESS FOR CHARGING OF CABLE.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)GOREGAON HDIL R9 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT KALPATARU RADIANCE S/S SW.NO.39275 (GLOWN).,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ITI,19210,K D COMPOUND,35099,1)ITI S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)K D COMPOUND S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,LOADING CONSTRAINT DUE TO 11KV HTCF BETWEEN GANESH NGR R/S SW NO 3711 TO PMGP NO.2 S/S SW NO. 13863 & 11KV HTCF BETWEEN DAHANUKARWADI S/S SW NO 28159 TO ARKADE BHOOOMI S/S SW NO. 29631.,SUPPLY RESTORATION DELAYED AS LOADING CONSTRAINT DUE TO 11KV HTCF BETWEEN GANESH NGR R/S SW NO 3711 TO PMGP NO,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KANDIVLI INDUSTRIES NO.7,13461,ROCK AVENUE,28500,1) DMS OFFLINE AT SAHYADRI NAGAR S/S. 2) DMS OFFLINE AT KESAR RESIDENCY S/S. 3) DMS OFFLINE AT KANDIVLI INDUSTRIES NORTH S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KESAR RESIDENCY,19549,CLOTH MARKET,31782,1) DMS OFFLINE AT KANDIVLI INDUSTRIES NORTH S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARODI LINK ROAD NO.1,31747,MALVANI COLONY NO.4,10964,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARODI LINK ROAD NO.1,31747,MALVANI COLONY NO.4,10964,1)MALVANI COLONY NO.4 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARODI SOUTH NO.4,10375,MALVANI HOSPITAL,10371,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARODI SOUTH NO.4,10375,MALVANI HOSPITAL,10371,1) DMS OFFLINE AT MALVANI HOSPITAL S/S. 2. ISOLATION AND RESTORATION DONE ON FOOT BY OPERATION SQUAD AS ROAD WORK IN PROGRESS.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MALVANI CHURCH NO.3,16545,GREEN OCEAN,34766,1)MAMTA PARADISE S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) LINK RD . 2) OPERATION SQUAD WAS BUSY WITH OTHER ACTIVITY 3) TRAFFIC ON LINK RD AND MARVE RD.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT GAIKWAD NAGAR MHADA NO.1 S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE GAIKWAD NAGAR MHADA NO.1 S/S DMS SW.NO.37209 FAILED TO OPERATE FROM SCADA. 2)GAIKWAD NAGAR MHADA NO.1 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)JAGADAMBA S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN JAGADAMBA S/S DMS SW.NO.10456 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE JAGADAMBA S/S DMS SW.NO.10459 FAILED TO OPERATE FROM SCADA. 4)FAILED TO CLOSE USHA COLONY S/S DMS SW.NO.06550 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT SAROVA TOWER F S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)SAROVA TOWER F S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RADIUM APARTMENT,9652,ACME IND. PARK NO.2,18770,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,REMI PROCESS,9726,NIGOS NO.1,7663,,,
